DOB,Date,Event_Name,Fighter_Name,Height,Location,Method,Passes,Reach,Result,Round,Stance,Strikes,Strikes_Per_Min,Submission_Attempts,TD_Avg,Takedowns,Time,Weight,Weight_Class
"Feb 05, 1987","['\n      December 08, 2018\n    ']",UFC 231: Holloway vs. Ortega,Kyle Bochniak,"5' 7""","['\n\n      Toronto, Ontario, Canada\n    ']",,1,"70""",Hakeem Dawodu,3,Orthodox,42,2.60,0,1.17,2,5:00,145 lbs.,Featherweight
"Jul 02, 1991","['\n      December 08, 2018\n    ']",UFC 231: Holloway vs. Ortega,Hakeem Dawodu,"5' 8""","['\n\n      Toronto, Ontario, Canada\n    ']",S-DEC,0,"73""",Hakeem Dawodu,3,Orthodox,103,5.91,0,0.00,0,5:00,145 lbs.,Featherweight
"Aug 18, 1987","['\n      December 08, 2018\n    ']",UFC 231: Holloway vs. Ortega,Joanna Jedrzejczyk,"5' 6""","['\n\n      Toronto, Ontario, Canada\n    ']",,0,"65""",Valentina Shevchenko,5,Orthodox,78,6.07,0,0.14,0,5:00,125 lbs.,Women's Flyweight
"Feb 21, 1991","['\n      December 08, 2018\n    ']",UFC 231: Holloway vs. Ortega,Brian Ortega,"5' 8""","['\n\n      Toronto, Ontario, Canada\n    ']",,0,"69""",Max Holloway,4,Switch,110,4.07,0,0.51,2,5:00,145 lbs.,Featherweight
"Sep 13, 1992","['\n      December 01, 2018\n    ']",UFC Fight Night: Dos Santos vs. Tuivasa,Elias Garcia,"5' 5""","['\n\n      Adelaide, South Australia, Australia\n    ']",,0,"67""",Kai Kara-France,3,Southpaw,16,1.59,2,0.68,1,5:00,125 lbs.,Flyweight
"May 05, 1981","['\n      December 01, 2018\n    ']",UFC Fight Night: Dos Santos vs. Tuivasa,Mizuto Hirota,"5' 7""","['\n\n      Adelaide, South Australia, Australia\n    ']",,2,"67""",Christos Giagos,3,Orthodox,19,3.36,1,1.36,0,5:00,155 lbs.,Lightweight
"Sep 28, 1989","['\n      December 01, 2018\n    ']",UFC Fight Night: Dos Santos vs. Tuivasa,Salim Touahri,"5' 10""","['\n\n      Adelaide, South Australia, Australia\n    ']",,0,"72""",Keita Nakamura,3,Orthodox,34,2.30,0,0.00,0,5:00,170 lbs.,Welterweight
"Aug 03, 1988","['\n      December 01, 2018\n    ']",UFC Fight Night: Dos Santos vs. Tuivasa,Ben Nguyen,"5' 5""","['\n\n      Adelaide, South Australia, Australia\n    ']",,0,"65""",Wilson Reis,3,Switch,39,3.51,0,0.25,0,5:00,125 lbs.,Flyweight
"Jun 13, 1992","['\n      December 01, 2018\n    ']",UFC Fight Night: Dos Santos vs. Tuivasa,Suman Mokhtarian,"5' 10""","['\n\n      Adelaide, South Australia, Australia\n    ']",Punches,0,"67""",Sodiq Yusuff,1,Orthodox,5,2.24,0,0.00,0,2:14,145 lbs.,Featherweight
"Jul 21, 1981","['\n      December 01, 2018\n    ']",UFC Fight Night: Dos Santos vs. Tuivasa,Yushin Okami,"6' 2""","['\n\n      Adelaide, South Australia, Australia\n    ']",,0,"75""",Aleksei Kunchenko,3,Southpaw,10,2.06,0,1.98,0,5:00,170 lbs.,Welterweight
"May 02, 1984","['\n      December 01, 2018\n    ']",UFC Fight Night: Dos Santos vs. Tuivasa,Aleksei Kunchenko,"5' 8""","['\n\n      Adelaide, South Australia, Australia\n    ']",U-DEC,0,"70""",Aleksei Kunchenko,3,Orthodox,72,3.87,0,0.50,0,5:00,170 lbs.,Welterweight
"Aug 19, 1994","['\n      December 01, 2018\n    ']",UFC Fight Night: Dos Santos vs. Tuivasa,Jake Matthews,"5' 11""","['\n\n      Adelaide, South Australia, Australia\n    ']",Anaconda Choke,0,"73""",Anthony Rocco Martin,3,Orthodox,24,2.96,1,2.26,0,1:19,170 lbs.,Welterweight
"Mar 23, 1974","['\n      December 01, 2018\n    ']",UFC Fight Night: Dos Santos vs. Tuivasa,Mark Hunt,"5' 10""","['\n\n      Adelaide, South Australia, Australia\n    ']",,0,"72""",Justin Willis,3,Orthodox,19,2.81,0,0.51,0,5:00,265 lbs.,Heavyweight
"Sep 17, 1991","['\n      December 01, 2018\n    ']",UFC Fight Night: Dos Santos vs. Tuivasa,Tyson Pedro,"6' 3""","['\n\n      Adelaide, South Australia, Australia\n    ']",Punches,0,"79""",Mauricio Rua,3,Orthodox,31,2.70,1,0.74,0,0:43,205 lbs.,Light Heavyweight
"Feb 28, 1990","['\n      December 15, 2018\n    ']",UFC Fight Night: Lee vs. Iaquinta,Jordan Griffin,"5' 11""","['\n\n      Milwaukee, Wisconsin, USA\n    ']",,0,"72""",Dan Ige,3,Southpaw,56,3.69,1,0.00,0,5:00,145 lbs.,Featherweight
"Nov 25, 1981","['\n      December 01, 2018\n    ']",UFC Fight Night: Dos Santos vs. Tuivasa,Mauricio Rua,"6' 1""","['\n\n      Adelaide, South Australia, Australia\n    ']",KO/TKO,3,"76""",Mauricio Rua,3,Orthodox,30,3.72,0,2.23,3,0:43,205 lbs.,Light Heavyweight
"Jul 03, 1987","['\n      December 15, 2018\n    ']",UFC Fight Night: Lee vs. Iaquinta,Adam Milstead,"6' 3""","['\n\n      Milwaukee, Wisconsin, USA\n    ']",Knee,0,"76""",Mike Rodriguez,1,Orthodox,10,3.85,0,0.00,0,2:59,205 lbs.,Light Heavyweight
"Feb 05, 1989","['\n      December 15, 2018\n    ']",UFC Fight Night: Lee vs. Iaquinta,Joaquim Silva,"5' 8""","['\n\n      Milwaukee, Wisconsin, USA\n    ']",KO/TKO,1,"69""",Joaquim Silva,3,,95,4.04,2,0.26,1,2:39,155 lbs.,Lightweight
"Jan 05, 1981","['\n      December 15, 2018\n    ']",UFC Fight Night: Lee vs. Iaquinta,Trevor Smith,"6' 3""","['\n\n      Milwaukee, Wisconsin, USA\n    ']",,2,"75""",Zak Cummings,3,Orthodox,54,3.34,0,1.86,0,5:00,185 lbs.,Middleweight
"Sep 09, 1986","['\n      December 15, 2018\n    ']",UFC Fight Night: Lee vs. Iaquinta,Bobby Green,"5' 10""","['\n\n      Milwaukee, Wisconsin, USA\n    ']",,5,"71""",Drakkar Klose,3,Orthodox,92,5.11,1,1.03,1,5:00,155 lbs.,Lightweight
"Aug 18, 1993","['\n      December 15, 2018\n    ']",UFC Fight Night: Lee vs. Iaquinta,Sergio Pettis,"5' 6""","['\n\n      Milwaukee, Wisconsin, USA\n    ']",,1,"69""",Rob Font,3,Orthodox,71,3.68,0,0.92,1,5:00,135 lbs.,Bantamweight
"Mar 09, 1988","['\n      December 15, 2018\n    ']",UFC Fight Night: Lee vs. Iaquinta,Drakkar Klose,"5' 9""","['\n\n      Milwaukee, Wisconsin, USA\n    ']",U-DEC,0,"70""",Drakkar Klose,3,Orthodox,58,3.45,0,1.60,0,5:00,155 lbs.,Lightweight
"Jun 25, 1987","['\n      December 15, 2018\n    ']",UFC Fight Night: Lee vs. Iaquinta,Rob Font,"5' 8""","['\n\n      Milwaukee, Wisconsin, USA\n    ']",U-DEC,2,"71""",Rob Font,3,Orthodox,111,4.94,1,1.29,2,5:00,135 lbs.,Bantamweight
"Feb 13, 1990","['\n      December 15, 2018\n    ']",UFC Fight Night: Lee vs. Iaquinta,Dan Hooker,"6' 0""","['\n\n      Milwaukee, Wisconsin, USA\n    ']",Punches,1,"75""",Edson Barboza,3,Switch,81,4.35,0,0.47,0,2:19,155 lbs.,Lightweight
"Apr 17, 1984","['\n      December 29, 2018\n    ']",UFC 232: Jones vs. Gustafsson 2,Siyar Bahadurzada,"5' 11""","['\n\n      Los Angeles, California, USA\n    ']",,2,"73""",Curtis Millender,3,Orthodox,40,3.33,0,1.58,3,5:00,170 lbs.,Welterweight
"Jul 31, 1984","['\n      December 29, 2018\n    ']",UFC 232: Jones vs. Gustafsson 2,Uriah Hall,"6' 0""","['\n\n      Los Angeles, California, USA\n    ']",KO/TKO,0,"79""",Uriah Hall,3,Orthodox,39,3.43,0,0.84,0,1:32,185 lbs.,Middleweight
"Jun 22, 1985","['\n      December 29, 2018\n    ']",UFC 232: Jones vs. Gustafsson 2,Douglas Silva de Andrade,"5' 7""","['\n\n      Los Angeles, California, USA\n    ']",,0,"68""",Petr Yan,2,Orthodox,28,3.77,0,0.78,0,5:00,135 lbs.,Bantamweight
"Jul 01, 1982","['\n      December 29, 2018\n    ']",UFC 232: Jones vs. Gustafsson 2,Cat Zingano,"5' 6""","['\n\n      Los Angeles, California, USA\n    ']",Kick,0,"68""",Megan Anderson,1,Southpaw,3,2.57,0,2.77,0,1:01,145 lbs.,Women's Featherweight
"May 01, 1985","['\n      December 29, 2018\n    ']",UFC 232: Jones vs. Gustafsson 2,Chad Mendes,"5' 6""","['\n\n      Los Angeles, California, USA\n    ']",Punches,1,"66""",Alexander Volkanovski,2,Orthodox,28,2.78,0,4.13,3,4:14,145 lbs.,Featherweight
"Jul 28, 1983","['\n      December 29, 2018\n    ']",UFC 232: Jones vs. Gustafsson 2,Ilir Latifi,"5' 10""","['\n\n      Los Angeles, California, USA\n    ']",,0,"73""",Corey Anderson,3,Orthodox,33,2.34,0,1.89,0,5:00,205 lbs.,Light Heavyweight
"Sep 22, 1989","['\n      December 29, 2018\n    ']",UFC 232: Jones vs. Gustafsson 2,Corey Anderson,"6' 3""","['\n\n      Los Angeles, California, USA\n    ']",U-DEC,0,"79""",Corey Anderson,3,Orthodox,40,4.37,0,4.96,0,5:00,205 lbs.,Light Heavyweight
"Apr 26, 1984","['\n      December 29, 2018\n    ']",UFC 232: Jones vs. Gustafsson 2,Carlos Condit,"6' 2""","['\n\n      Los Angeles, California, USA\n    ']",Kimura,0,"75""",Michael Chiesa,2,Orthodox,5,3.56,1,0.58,0,0:56,170 lbs.,Welterweight
"Aug 28, 1990","['\n      January 19, 2019\n    ']",UFC Fight Night: Cejudo vs. Dillashaw,Geoff Neal,"5' 11""","['\n\n      Brooklyn, New York, USA\n    ']",U-DEC,0,"75""",Geoff Neal,3,Southpaw,71,6.01,0,0.00,0,5:00,170 lbs.,Welterweight
"Jul 09, 1985","['\n      December 29, 2018\n    ']",UFC 232: Jones vs. Gustafsson 2,Cris Cyborg,"5' 8""","['\n\n      Los Angeles, California, USA\n    ']",Punches,0,"68""",Amanda Nunes,1,Orthodox,3,6.99,0,0.84,0,0:51,145 lbs.,Women's Featherweight
"Dec 13, 1986","['\n      January 19, 2019\n    ']",UFC Fight Night: Cejudo vs. Dillashaw,Dennis Bermudez,"5' 6""","['\n\n      Brooklyn, New York, USA\n    ']",U-DEC,8,"66""",Dennis Bermudez,3,Orthodox,63,4.42,2,3.89,5,5:00,155 lbs.,Lightweight
"Sep 11, 1990","['\n      January 19, 2019\n    ']",UFC Fight Night: Cejudo vs. Dillashaw,Te Edwards,"5' 8""","['\n\n      Brooklyn, New York, USA\n    ']",,0,"72""",Dennis Bermudez,3,Orthodox,23,1.50,0,0.72,0,5:00,155 lbs.,Lightweight
"Oct 01, 1992","['\n      January 19, 2019\n    ']",UFC Fight Night: Cejudo vs. Dillashaw,Alexander Hernandez,"5' 9""","['\n\n      Brooklyn, New York, USA\n    ']",Kick,0,"72""",Donald Cerrone,2,Orthodox,49,3.93,0,2.46,0,3:43,155 lbs.,Lightweight
"Jul 01, 1993","['\n      January 19, 2019\n    ']",UFC Fight Night: Cejudo vs. Dillashaw,Mario Bautista,"5' 9""","['\n\n      Brooklyn, New York, USA\n    ']",Armbar,0,"69""",Cory Sandhagen,1,Switch,9,2.56,0,4.27,1,3:31,135 lbs.,Bantamweight
"Mar 26, 1994","['\n      January 19, 2019\n    ']",UFC Fight Night: Cejudo vs. Dillashaw,Paige VanZant,"5' 4""","['\n\n      Brooklyn, New York, USA\n    ']",SUB,1,"65""",Paige VanZant,2,Orthodox,17,3.40,2,1.31,0,1:50,115 lbs.,Women's Flyweight
"Feb 25, 1991","['\n      January 19, 2019\n    ']",UFC Fight Night: Cejudo vs. Dillashaw,Rachael Ostovich,"5' 3""","['\n\n      Brooklyn, New York, USA\n    ']",Armbar,4,"62""",Paige VanZant,2,Orthodox,10,2.32,0,3.28,4,1:50,125 lbs.,Women's Flyweight
"Dec 25, 1988","['\n      January 19, 2019\n    ']",UFC Fight Night: Cejudo vs. Dillashaw,Dustin Ortiz,"5' 5""","['\n\n      Brooklyn, New York, USA\n    ']",,2,"65""",Joseph Benavidez,3,Orthodox,49,2.94,0,3.01,3,5:00,125 lbs.,Flyweight
"Nov 13, 1986","['\n      January 19, 2019\n    ']",UFC Fight Night: Cejudo vs. Dillashaw,Gregor Gillespie,"5' 7""","['\n\n      Brooklyn, New York, USA\n    ']",KO/TKO,7,"71""",Gregor Gillespie,2,Orthodox,51,3.60,0,7.44,6,4:59,155 lbs.,Lightweight
"Sep 07, 1987","['\n      January 19, 2019\n    ']",UFC Fight Night: Cejudo vs. Dillashaw,Yancy Medeiros,"5' 10""","['\n\n      Brooklyn, New York, USA\n    ']",Punches,0,"75""",Gregor Gillespie,2,Orthodox,1,3.99,0,0.14,0,4:59,155 lbs.,Lightweight
"Apr 25, 1992","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,Rogerio Bontorin,"5' 6""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",S-DEC,2,"67""",Rogerio Bontorin,3,Orthodox,40,3.29,2,1.83,1,5:00,125 lbs.,Flyweight
"Feb 07, 1986","['\n      January 19, 2019\n    ']",UFC Fight Night: Cejudo vs. Dillashaw,TJ Dillashaw,"5' 6""","['\n\n      Brooklyn, New York, USA\n    ']",Punches,0,"67""",Henry Cejudo,1,Orthodox,1,5.37,0,1.68,0,0:32,125 lbs.,Flyweight
"Mar 31, 1994","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,Felipe Colares,"5' 8""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",,4,"69""",Geraldo de Freitas,3,Orthodox,21,1.40,0,3.00,3,5:00,135 lbs.,Featherweight
"Apr 05, 1992","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,Said Nurmagomedov,"5' 8""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",KO/TKO,0,"70""",Said Nurmagomedov,1,Orthodox,17,4.69,0,0.86,0,2:28,135 lbs.,Bantamweight
"Jun 22, 1993","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,Taila Santos,"5' 5""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",,1,"68""",Mara Romero Borella,3,Orthodox,36,4.23,2,1.00,1,5:00,125 lbs.,Women's Flyweight
"Oct 18, 1993","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,Anthony Hernandez,"6' 0""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",Anaconda Choke,0,"75""",Markus Perez,2,Orthodox,17,3.98,0,0.00,0,1:07,185 lbs.,Middleweight
"Jun 03, 1986","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,Mara Romero Borella,"5' 6""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",S-DEC,2,"69""",Mara Romero Borella,3,Orthodox,29,3.37,0,1.82,2,5:00,125 lbs.,Women's Flyweight
"Apr 14, 1987","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,Sarah Frota,"5' 6""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",,0,"69""",Livinha Souza,3,Southpaw,32,6.29,0,0.00,0,5:00,125 lbs.,Women's Strawweight
"Jun 22, 1988","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,Markus Perez,"6' 1""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",SUB,1,"73""",Markus Perez,2,Orthodox,16,2.56,1,1.48,1,1:07,185 lbs.,Middleweight
"May 01, 1989","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,David Teymur,"5' 9""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",Anaconda Choke,0,"73""",Charles Oliveira,2,Southpaw,26,4.69,0,0.94,0,0:55,155 lbs.,Lightweight
"Sep 28, 1988","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,Justin Ledet,"6' 4""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",Spinning Back Fist,0,"80""",Johnny Walker,1,Orthodox,0,3.45,0,0.32,0,0:15,205 lbs.,Light Heavyweight
"Jul 19, 1982","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,Raphael Assuncao,"5' 5""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",Guillotine Choke,0,"66""",Marlon Moraes,1,Orthodox,2,3.34,0,1.38,0,3:17,135 lbs.,Bantamweight
"May 26, 1985","['\n      February 02, 2019\n    ']",UFC Fight Night: Assuncao vs. Moraes 2,Lyman Good,"6' 0""","['\n\n      Fortaleza, Ceara, Brazil\n    ']",Rear Naked Choke,0,"74""",Demian Maia,1,Orthodox,0,5.18,0,0.54,0,2:38,170 lbs.,Welterweight
"Sep 30, 1983","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Scott Holtzman,"5' 9""","['\n\n      Phoenix, Arizona, USA\n    ']",,0,"69""",Nik Lentz,3,Orthodox,54,4.36,0,2.45,0,5:00,155 lbs.,Lightweight
"Jan 31, 1987","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Renan Barao,"5' 6""","['\n\n      Phoenix, Arizona, USA\n    ']",Punch,0,"70""",Luke Sanders,2,Orthodox,40,3.78,0,1.46,0,1:01,135 lbs.,Bantamweight
"Jul 16, 1994","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Manny Bermudez,"5' 10""","['\n\n      Phoenix, Arizona, USA\n    ']",SUB,2,"71""",Manny Bermudez,1,Orthodox,7,1.88,1,2.57,1,3:09,135 lbs.,Bantamweight
"Dec 12, 1985","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Luke Sanders,"5' 6""","['\n\n      Phoenix, Arizona, USA\n    ']",KO/TKO,0,"67""",Luke Sanders,2,Southpaw,39,6.00,0,0.37,0,1:01,135 lbs.,Bantamweight
"Jun 20, 1988","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Alex Caceres,"5' 10""","['\n\n      Phoenix, Arizona, USA\n    ']",Rear Naked Choke,0,"73""",Kron Gracie,1,Southpaw,4,3.84,0,0.56,0,2:06,145 lbs.,Featherweight
"Jul 09, 1987","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Ashlee Evans-Smith,"5' 8""","['\n\n      Phoenix, Arizona, USA\n    ']",,2,"67""",Andrea Lee,3,Orthodox,66,4.86,0,1.30,2,5:00,125 lbs.,Women's Flyweight
"May 05, 1987","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Cortney Casey,"5' 7""","['\n\n      Phoenix, Arizona, USA\n    ']",,0,"67""",Cynthia Calvillo,3,Orthodox,73,4.80,0,0.35,0,5:00,115 lbs.,Women's Strawweight
"Oct 31, 1988","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Myles Jury,"5' 10""","['\n\n      Phoenix, Arizona, USA\n    ']",,2,"73""",Andre Fili,3,Orthodox,76,2.94,0,2.16,0,5:00,145 lbs.,Featherweight
"Feb 23, 1987","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,James Vick,"6' 3""","['\n\n      Phoenix, Arizona, USA\n    ']",,0,"76""",Paul Felder,3,Orthodox,61,4.14,0,0.27,0,5:00,155 lbs.,Lightweight
"Jul 11, 1988","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Kron Gracie,"5' 9""","['\n\n      Phoenix, Arizona, USA\n    ']",SUB,1,"70""",Kron Gracie,1,Southpaw,2,0.95,1,7.14,1,2:06,145 lbs.,Featherweight
"Jul 13, 1987","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Cynthia Calvillo,"5' 4""","['\n\n      Phoenix, Arizona, USA\n    ']",U-DEC,0,"64""",Cynthia Calvillo,3,Orthodox,82,3.87,0,1.57,0,5:00,115 lbs.,Women's Strawweight
"Jul 23, 1991","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Teruto Ishihara,"5' 7""","['\n\n      Melbourne, Victoria, Australia\n    ']",Rear Naked Choke,0,"69""",Kyung Ho Kang,1,Southpaw,17,3.26,0,0.50,0,3:59,135 lbs.,Bantamweight
"Jul 28, 1982","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Cain Velasquez,"6' 1""","['\n\n      Phoenix, Arizona, USA\n    ']",Punches,0,"77""",Francis Ngannou,1,Orthodox,1,6.37,0,5.13,0,0:26,240 lbs.,Heavyweight
"Apr 25, 1984","['\n      February 17, 2019\n    ']",UFC Fight Night: Ngannou vs. Velasquez,Paul Felder,"5' 11""","['\n\n      Phoenix, Arizona, USA\n    ']",U-DEC,0,"70""",Paul Felder,3,Orthodox,55,3.53,0,0.32,0,5:00,155 lbs.,Lightweight
"Oct 17, 1995","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Raulian Paiva,"5' 8""","['\n\n      Melbourne, Victoria, Australia\n    ']",,1,"69""",Kai Kara-France,3,Orthodox,67,4.93,1,0.50,0,5:00,125 lbs.,Flyweight
"Jun 09, 1984","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Callan Potter,"6' 0""","['\n\n      Melbourne, Victoria, Australia\n    ']",Kick,0,"72""",Jalin Turner,1,Orthodox,3,3.40,0,0.00,0,0:53,155 lbs.,Lightweight
"Oct 22, 1991","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Austin Arnett,"6' 0""","['\n\n      Melbourne, Victoria, Australia\n    ']",,0,"72""",Shane Young,3,Orthodox,77,4.52,0,0.44,0,5:00,145 lbs.,Featherweight
"Sep 09, 1987","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Kyung Ho Kang,"5' 9""","['\n\n      Melbourne, Victoria, Australia\n    ']",SUB,1,"73""",Kyung Ho Kang,1,Orthodox,26,2.59,1,2.36,1,3:59,135 lbs.,Bantamweight
"Sep 09, 1988","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Dong Hyun Ma,"5' 11""","['\n\n      Melbourne, Victoria, Australia\n    ']",Punch,0,"70""",Devonte Smith,1,Orthodox,1,3.54,0,1.56,0,3:53,155 lbs.,Lightweight
"Mar 26, 1993","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Kai Kara-France,"5' 5""","['\n\n      Melbourne, Victoria, Australia\n    ']",S-DEC,0,"69""",Kai Kara-France,3,Orthodox,58,4.80,0,1.00,2,5:00,125 lbs.,Flyweight
"Jul 31, 1993","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Shane Young,"5' 8""","['\n\n      Melbourne, Victoria, Australia\n    ']",U-DEC,0,"72""",Shane Young,3,Orthodox,120,6.10,0,0.76,0,5:00,145 lbs.,Featherweight
"Mar 04, 1996","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Jimmy Crute,"6' 2""","['\n\n      Melbourne, Victoria, Australia\n    ']",KO/TKO,0,"74""",Jimmy Crute,1,Orthodox,14,4.35,0,0.68,0,2:49,205 lbs.,Light Heavyweight
"Jul 30, 1993","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Devonte Smith,"5' 9""","['\n\n      Melbourne, Victoria, Australia\n    ']",KO/TKO,0,"76""",Devonte Smith,1,Orthodox,19,8.78,0,0.00,0,3:53,155 lbs.,Lightweight
"Sep 12, 1984","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Rani Yahya,"5' 6""","['\n\n      Melbourne, Victoria, Australia\n    ']",,0,"67""",Ricky Simon,3,Orthodox,47,1.59,0,2.92,0,5:00,135 lbs.,Bantamweight
"May 06, 1986","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Sam Alvey,"6' 2""","['\n\n      Melbourne, Victoria, Australia\n    ']",Punches,0,"75""",Jimmy Crute,1,Southpaw,3,3.17,0,0.10,0,2:49,205 lbs.,Light Heavyweight
"Mar 14, 1992","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Lando Vannata,"5' 9""","['\n\n      Melbourne, Victoria, Australia\n    ']",SUB,2,"71""",Lando Vannata,1,Orthodox,20,4.96,1,1.62,1,4:55,155 lbs.,Lightweight
"Nov 15, 1995","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Nadia Kassem,"5' 5""","['\n\n      Melbourne, Victoria, Australia\n    ']",Armbar,0,"66""",Montana De La Rosa,2,Southpaw,5,2.52,0,0.00,0,2:37,125 lbs.,Women's Flyweight
"Jan 18, 1985","['\n      February 23, 2019\n    ']",UFC Fight Night: Blachowicz vs. Santos,Diego Ferreira,"5' 9""","['\n\n      Prague, Czech Republic\n    ']",U-DEC,0,"74""",Diego Ferreira,3,Orthodox,83,4.70,1,0.70,0,5:00,155 lbs.,Lightweight
"Oct 12, 1986","['\n      February 09, 2019\n    ']",UFC 234: Adesanya vs. Silva,Marcos Mariano,"6' 1""","['\n\n      Melbourne, Victoria, Australia\n    ']",Kimura,0,--,Lando Vannata,1,Switch,3,0.61,0,0.00,0,4:55,155 lbs.,Lightweight
"Oct 30, 1995","['\n      February 23, 2019\n    ']",UFC Fight Night: Blachowicz vs. Santos,Veronica Macedo,"5' 4""","['\n\n      Prague, Czech Republic\n    ']",Rear Naked Choke,1,"64""",Gillian Robertson,2,Southpaw,23,1.93,0,0.83,1,3:27,125 lbs.,Women's Flyweight
"Jul 25, 1981","['\n      February 23, 2019\n    ']",UFC Fight Night: Blachowicz vs. Santos,Michel Prazeres,"5' 6""","['\n\n      Prague, Czech Republic\n    ']",,3,"67""",Ismail Naurdiev,3,Orthodox,15,2.44,0,4.11,3,5:00,170 lbs.,Welterweight
"May 17, 1995","['\n      February 23, 2019\n    ']",UFC Fight Night: Blachowicz vs. Santos,Gillian Robertson,"5' 5""","['\n\n      Prague, Czech Republic\n    ']",SUB,7,"63""",Gillian Robertson,2,,5,1.55,1,3.97,2,3:27,125 lbs.,Women's Flyweight
"Jun 08, 1993","['\n      February 23, 2019\n    ']",UFC Fight Night: Blachowicz vs. Santos,Carlo Pedersoli,"5' 11""","['\n\n      Prague, Czech Republic\n    ']",Punch,0,"75""",Dwight Grant,1,Southpaw,17,4.17,0,2.91,1,4:59,170 lbs.,Welterweight
"Dec 24, 1992","['\n      February 23, 2019\n    ']",UFC Fight Night: Blachowicz vs. Santos,Klidson Abreu,"6' 0""","['\n\n      Prague, Czech Republic\n    ']",,0,"74""",Magomed Ankalaev,3,Orthodox,23,1.53,0,0.00,0,5:00,205 lbs.,Light Heavyweight
"Jun 02, 1992","['\n      February 23, 2019\n    ']",UFC Fight Night: Blachowicz vs. Santos,Magomed Ankalaev,"6' 3""","['\n\n      Prague, Czech Republic\n    ']",U-DEC,2,"75""",Magomed Ankalaev,3,Orthodox,30,3.05,0,0.45,1,5:00,205 lbs.,Light Heavyweight
